trial_number,XGB_N_ESTIMATORS,XGB_MAX_DEPTH,XGB_LEARNING_RATE,XGB_SUBSAMPLE,XGB_COLSAMPLE_BYTREE,XGB_REG_ALPHA,XGB_REG_LAMBDA,XGB_MIN_CHILD_WEIGHT,XGB_GAMMA,fold,train_start,train_end,val_start,val_end,RMSE,DirectionalAccuracy,SpearmanRankCorr_mean,TopKHitRate_mean,Months_evaluated
14,800,5,0.005062672258097654,0.7532241907732697,0.7669644012595116,0.4442156209414605,1.4794614693347312,10,0.9429097039125192,2,2015-12-31,2018-11-30,2018-12-31,2020-05-31,0.09373962794996817,0.5710942071386775,,0.1735380116959064,18
14,800,5,0.005062672258097654,0.7532241907732697,0.7669644012595116,0.4442156209414605,1.4794614693347312,10,0.9429097039125192,3,2015-12-31,2020-05-31,2020-06-30,2021-11-30,0.09256453118110979,0.5647727272727273,-0.07192435724442157,0.16111111111111112,18
14,800,5,0.005062672258097654,0.7532241907732697,0.7669644012595116,0.4442156209414605,1.4794614693347312,10,0.9429097039125192,4,2015-12-31,2021-11-30,2021-12-31,2023-05-31,0.08539856568374356,0.4886621315192744,0.02165011416558548,0.21666666666666667,18
14,800,5,0.005062672258097654,0.7532241907732697,0.7669644012595116,0.4442156209414605,1.4794614693347312,10,0.9429097039125192,5,2015-12-31,2023-05-31,2023-06-30,2024-11-30,0.07208793166679214,0.5278725824800911,-0.004021731164651754,0.2260233918128655,18
15,500,4,0.017620778267449785,0.7090888807137882,0.9887128330883843,1.9248945898842225,2.0071291833014566,12,0.30087830981676966,1,2015-12-31,2017-05-31,2017-06-30,2018-11-30,0.06429245382714736,0.4729005360333532,,0.19005847953216373,18
15,500,4,0.017620778267449785,0.7090888807137882,0.9887128330883843,1.9248945898842225,2.0071291833014566,12,0.30087830981676966,2,2015-12-31,2018-11-30,2018-12-31,2020-05-31,0.09373989578795115,0.5710942071386775,,0.1735380116959064,18
15,500,4,0.017620778267449785,0.7090888807137882,0.9887128330883843,1.9248945898842225,2.0071291833014566,12,0.30087830981676966,3,2015-12-31,2020-05-31,2020-06-30,2021-11-30,0.09407525697826988,0.5443181818181818,-0.06687944130022692,0.2361111111111111,18
15,500,4,0.017620778267449785,0.7090888807137882,0.9887128330883843,1.9248945898842225,2.0071291833014566,12,0.30087830981676966,4,2015-12-31,2021-11-30,2021-12-31,2023-05-31,0.08507284350752367,0.4875283446712018,0.060494647665629425,0.2888888888888889,18
15,500,4,0.017620778267449785,0.7090888807137882,0.9887128330883843,1.9248945898842225,2.0071291833014566,12,0.30087830981676966,5,2015-12-31,2023-05-31,2023-06-30,2024-11-30,0.07218502815364428,0.5278725824800911,-0.012385032751360305,0.2793859649122807,18
16,400,2,0.014904014108833356,0.7508037069686584,0.6205915004999957,0.5572929284732229,4.633063543866615,8,0.1448948720912231,1,2015-12-31,2017-05-31,2017-06-30,2018-11-30,0.06391041412295714,0.4729005360333532,0.009237067666812312,0.2280701754385965,18
16,400,2,0.014904014108833356,0.7508037069686584,0.6205915004999957,0.5572929284732229,4.633063543866615,8,0.1448948720912231,2,2015-12-31,2018-11-30,2018-12-31,2020-05-31,0.09279476814425956,0.5710942071386775,0.010837472106881397,0.27543859649122804,18
16,400,2,0.014904014108833356,0.7508037069686584,0.6205915004999957,0.5572929284732229,4.633063543866615,8,0.1448948720912231,3,2015-12-31,2020-05-31,2020-06-30,2021-11-30,0.0956106355013284,0.5392045454545454,-0.07157566195348203,0.23055555555555557,18
16,400,2,0.014904014108833356,0.7508037069686584,0.6205915004999957,0.5572929284732229,4.633063543866615,8,0.1448948720912231,4,2015-12-31,2021-11-30,2021-12-31,2023-05-31,0.08501167136792583,0.4875283446712018,0.05092172590476675,0.275,18
16,400,2,0.014904014108833356,0.7508037069686584,0.6205915004999957,0.5572929284732229,4.633063543866615,8,0.1448948720912231,5,2015-12-31,2023-05-31,2023-06-30,2024-11-30,0.07252452348650636,0.5295790671217292,0.014697070850151588,0.25979532163742686,18
17,600,5,0.007714816781929305,0.8016406642217636,0.9046478461314871,0.47527508798479934,3.9128653944474383,10,0.6323058305935795,1,2015-12-31,2017-05-31,2017-06-30,2018-11-30,0.06429836250286854,0.4729005360333532,,0.19005847953216373,18
17,600,5,0.007714816781929305,0.8016406642217636,0.9046478461314871,0.47527508798479934,3.9128653944474383,10,0.6323058305935795,2,2015-12-31,2018-11-30,2018-12-31,2020-05-31,0.09374075933633222,0.5710942071386775,,0.1735380116959064,18
17,600,5,0.007714816781929305,0.8016406642217636,0.9046478461314871,0.47527508798479934,3.9128653944474383,10,0.6323058305935795,3,2015-12-31,2020-05-31,2020-06-30,2021-11-30,0.09344960383867988,0.5528409090909091,-0.07966282002486277,0.20833333333333334,18
17,600,5,0.007714816781929305,0.8016406642217636,0.9046478461314871,0.47527508798479934,3.9128653944474383,10,0.6323058305935795,4,2015-12-31,2021-11-30,2021-12-31,2023-05-31,0.0852727503250036,0.4886621315192744,0.06508776351852041,0.2694444444444445,18
17,600,5,0.007714816781929305,0.8016406642217636,0.9046478461314871,0.47527508798479934,3.9128653944474383,10,0.6323058305935795,5,2015-12-31,2023-05-31,2023-06-30,2024-11-30,0.07212701716195191,0.5278725824800911,-0.01465248334442679,0.26812865497076027,18
18,700,4,0.005877993504265669,0.8505907486767714,0.7283120259886944,0.37303702079970846,1.1631005662190557,14,0.6775643618422824,1,2015-12-31,2017-05-31,2017-06-30,2018-11-30,0.06429166184648283,0.4729005360333532,,0.19005847953216373,18
18,700,4,0.005877993504265669,0.8505907486767714,0.7283120259886944,0.37303702079970846,1.1631005662190557,14,0.6775643618422824,2,2015-12-31,2018-11-30,2018-12-31,2020-05-31,0.09374063180349046,0.5710942071386775,,0.1735380116959064,18
18,700,4,0.005877993504265669,0.8505907486767714,0.7283120259886944,0.37303702079970846,1.1631005662190557,14,0.6775643618422824,3,2015-12-31,2020-05-31,2020-06-30,2021-11-30,0.09339375900203811,0.5528409090909091,-0.08060320339725413,0.2111111111111111,18
18,700,4,0.005877993504265669,0.8505907486767714,0.7283120259886944,0.37303702079970846,1.1631005662190557,14,0.6775643618422824,4,2015-12-31,2021-11-30,2021-12-31,2023-05-31,0.0852967020531518,0.4886621315192744,0.05841171016314882,0.2722222222222223,18
18,700,4,0.005877993504265669,0.8505907486767714,0.7283120259886944,0.37303702079970846,1.1631005662190557,14,0.6775643618422824,5,2015-12-31,2023-05-31,2023-06-30,2024-11-30,0.07212901039213143,0.5278725824800911,-0.026283541936440884,0.26242690058479534,18
19,300,4,0.0075027068021560435,0.793551837122835,0.6697465716019966,1.381875476204932,2.5469413852021496,19,0.13752094414599325,1,2015-12-31,2017-05-31,2017-06-30,2018-11-30,0.06413357646878173,0.4729005360333532,-0.030182646669550974,0.24269005847953215,18
19,300,4,0.0075027068021560435,0.793551837122835,0.6697465716019966,1.381875476204932,2.5469413852021496,19,0.13752094414599325,2,2015-12-31,2018-11-30,2018-12-31,2020-05-31,0.09305195123724774,0.5710942071386775,-0.010776401825307301,0.23859649122807017,18
19,300,4,0.0075027068021560435,0.793551837122835,0.6697465716019966,1.381875476204932,2.5469413852021496,19,0.13752094414599325,3,2015-12-31,2020-05-31,2020-06-30,2021-11-30,0.09506065358418699,0.5431818181818182,-0.06586027465685894,0.23055555555555557,18
19,300,4,0.0075027068021560435,0.793551837122835,0.6697465716019966,1.381875476204932,2.5469413852021496,19,0.13752094414599325,4,2015-12-31,2021-11-30,2021-12-31,2023-05-31,0.08510060232104713,0.48696145124716556,0.047094316222662934,0.26944444444444443,18
19,300,4,0.0075027068021560435,0.793551837122835,0.6697465716019966,1.381875476204932,2.5469413852021496,19,0.13752094414599325,5,2015-12-31,2023-05-31,2023-06-30,2024-11-30,0.07232537807349396,0.5290102389078498,0.003658430256780968,0.254093567251462,18
